2016-11-16 11:32:23,929 : INFO : collecting all words and their counts
2016-11-16 11:32:23,929 : INFO : PROGRESS: at example #0, processed 0 words (0/s), 0 word types, 0 tags
2016-11-16 11:32:24,016 : INFO : collected 11802 word types and 13 unique tags from a corpus of 4880 examples and 95616 words
2016-11-16 11:32:24,024 : INFO : min_count=5 retains 2637 unique words (drops 9165)
2016-11-16 11:32:24,025 : INFO : min_count leaves 81620 word corpus (85% of original 95616)
2016-11-16 11:32:24,029 : INFO : deleting the raw counts dictionary of 11802 items
2016-11-16 11:32:24,029 : INFO : sample=0 downsamples 0 most-common words
2016-11-16 11:32:24,029 : INFO : downsampling leaves estimated 81620 word corpus (100.0% of prior 81620)
2016-11-16 11:32:24,029 : INFO : estimated required memory for 2637 words and 300 dimensions: 8192900 bytes
2016-11-16 11:32:24,031 : INFO : constructing a huffman tree from 2637 words
2016-11-16 11:32:24,086 : INFO : built huffman tree with maximum node depth 14
2016-11-16 11:32:24,087 : INFO : resetting layer weights
2016-12-04 22:01:07,545 : DEBUG : queueing job #5602 (9999 words, 9 sentences) at alpha 0.01192
2016-12-04 22:01:07,559 : DEBUG : queueing job #5603 (8468 words, 35 sentences) at alpha 0.01191
2016-12-04 22:01:07,572 : DEBUG : queueing job #5604 (9854 words, 23 sentences) at alpha 0.01191
2016-12-04 22:01:07,583 : DEBUG : queueing job #5605 (9965 words, 18 sentences) at alpha 0.01191
2016-12-04 22:01:07,602 : DEBUG : queueing job #5606 (9989 words, 19 sentences) at alpha 0.01191
2016-12-04 22:01:07,619 : DEBUG : queueing job #5607 (9479 words, 19 sentences) at alpha 0.01191
2016-12-04 22:01:07,631 : DEBUG : queueing job #5608 (8756 words, 23 sentences) at alpha 0.01190
2016-12-04 22:01:07,641 : DEBUG : queueing job #5609 (9951 words, 23 sentences) at alpha 0.01190
2016-12-04 22:01:07,660 : DEBUG : queueing job #5610 (8760 words, 17 sentences) at alpha 0.01190
2016-12-04 22:01:07,678 : DEBUG : queueing job #5611 (9792 words, 32 sentences) at alpha 0.01190
2016-12-04 22:01:07,688 : DEBUG : queueing job #5612 (9992 words, 13 sentences) at alpha 0.01190
2016-12-04 22:01:07,701 : DEBUG : queueing job #5613 (8479 words, 45 sentences) at alpha 0.01190
2016-12-04 22:01:07,702 : DEBUG : queueing job #5614 (9091 words, 18 sentences) at alpha 0.01189
2016-12-04 22:01:07,737 : DEBUG : queueing job #5615 (9180 words, 28 sentences) at alpha 0.01189
2016-12-04 22:01:07,739 : DEBUG : queueing job #5616 (9814 words, 9 sentences) at alpha 0.01189
2016-12-04 22:01:07,761 : DEBUG : queueing job #5617 (9959 words, 31 sentences) at alpha 0.01189
2016-12-04 22:01:07,761 : DEBUG : queueing job #5618 (9900 words, 18 sentences) at alpha 0.01189
2016-12-04 22:01:07,795 : DEBUG : queueing job #5619 (9884 words, 17 sentences) at alpha 0.01188
2016-12-04 22:01:07,798 : DEBUG : queueing job #5620 (9342 words, 23 sentences) at alpha 0.01188
2016-12-04 22:01:07,812 : DEBUG : queueing job #5621 (9798 words, 34 sentences) at alpha 0.01188
2016-12-04 22:01:07,819 : DEBUG : queueing job #5622 (9572 words, 41 sentences) at alpha 0.01188
2016-12-04 22:01:07,846 : DEBUG : queueing job #5623 (9693 words, 11 sentences) at alpha 0.01187
2016-12-04 22:01:07,856 : DEBUG : queueing job #5624 (9192 words, 11 sentences) at alpha 0.01187
2016-12-04 22:01:07,868 : DEBUG : queueing job #5625 (9908 words, 16 sentences) at alpha 0.01187
2016-12-04 22:01:07,871 : DEBUG : queueing job #5626 (9306 words, 12 sentences) at alpha 0.01187
2016-12-04 22:01:07,898 : DEBUG : queueing job #5627 (8293 words, 2 sentences) at alpha 0.01187
2016-12-04 22:01:07,912 : DEBUG : queueing job #5628 (9345 words, 22 sentences) at alpha 0.01187
2016-12-04 22:01:07,926 : DEBUG : queueing job #5629 (9384 words, 24 sentences) at alpha 0.01187
2016-12-04 22:01:07,931 : DEBUG : queueing job #5630 (9017 words, 23 sentences) at alpha 0.01187
2016-12-04 22:01:07,958 : DEBUG : queueing job #5631 (8553 words, 14 sentences) at alpha 0.01186
2016-12-04 22:01:07,971 : DEBUG : queueing job #5632 (9673 words, 11 sentences) at alpha 0.01186
2016-12-04 22:01:07,982 : DEBUG : queueing job #5633 (9961 words, 29 sentences) at alpha 0.01186
2016-12-04 22:01:07,990 : DEBUG : queueing job #5634 (7929 words, 22 sentences) at alpha 0.01186
2016-12-04 22:01:08,018 : DEBUG : queueing job #5635 (7233 words, 18 sentences) at alpha 0.01186
2016-12-04 22:01:08,028 : DEBUG : queueing job #5636 (9222 words, 14 sentences) at alpha 0.01186
2016-12-04 22:01:08,038 : INFO : PROGRESS: at 52.72% examples, 658591 words/s, in_qsize 7, out_qsize 0
2016-12-04 22:01:08,038 : DEBUG : queueing job #5637 (9776 words, 20 sentences) at alpha 0.01186
2016-12-04 22:01:08,053 : DEBUG : queueing job #5638 (9690 words, 14 sentences) at alpha 0.01185
2016-12-04 22:01:08,073 : DEBUG : queueing job #5639 (9705 words, 26 sentences) at alpha 0.01185
2016-12-04 22:01:08,075 : DEBUG : queueing job #5640 (8784 words, 34 sentences) at alpha 0.01185
2016-12-04 22:01:08,092 : DEBUG : queueing job #5641 (9964 words, 27 sentences) at alpha 0.01185
2016-12-04 22:01:08,110 : DEBUG : queueing job #5642 (9527 words, 31 sentences) at alpha 0.01185
2016-12-04 22:01:08,127 : DEBUG : queueing job #5643 (9678 words, 13 sentences) at alpha 0.01184
2016-12-04 22:01:08,128 : DEBUG : queueing job #5644 (9749 words, 34 sentences) at alpha 0.01184
2016-12-04 22:01:08,151 : DEBUG : queueing job #5645 (9653 words, 29 sentences) at alpha 0.01184
2016-12-04 22:01:08,169 : DEBUG : queueing job #5646 (9894 words, 47 sentences) at alpha 0.01184
2016-12-04 22:01:08,172 : DEBUG : queueing job #5647 (9432 words, 30 sentences) at alpha 0.01183
2016-12-04 22:01:08,174 : DEBUG : queueing job #5648 (9241 words, 32 sentences) at alpha 0.01183
2016-12-04 22:01:08,206 : DEBUG : queueing job #5649 (9634 words, 22 sentences) at alpha 0.01183
2016-12-04 22:01:08,225 : DEBUG : queueing job #5650 (8224 words, 37 sentences) at alpha 0.01183
2016-12-04 22:01:08,230 : DEBUG : queueing job #5651 (9759 words, 17 sentences) at alpha 0.01182
2016-12-04 22:01:08,233 : DEBUG : queueing job #5652 (9563 words, 24 sentences) at alpha 0.01182
2016-12-04 22:01:08,261 : DEBUG : queueing job #5653 (9946 words, 28 sentences) at alpha 0.01182
2016-12-04 22:01:08,287 : DEBUG : queueing job #5654 (9293 words, 18 sentences) at alpha 0.01182
2016-12-04 22:01:08,288 : DEBUG : queueing job #5655 (9906 words, 28 sentences) at alpha 0.01182
2016-12-04 22:01:08,289 : DEBUG : queueing job #5656 (9328 words, 27 sentences) at alpha 0.01181
2016-12-04 22:01:08,320 : DEBUG : queueing job #5657 (8945 words, 9 sentences) at alpha 0.01181
2016-12-04 22:01:08,343 : DEBUG : queueing job #5658 (9826 words, 34 sentences) at alpha 0.01181
2016-12-04 22:01:08,346 : DEBUG : queueing job #5659 (8676 words, 26 sentences) at alpha 0.01181
2016-12-04 22:01:08,350 : DEBUG : queueing job #5660 (9338 words, 25 sentences) at alpha 0.01181
2016-12-04 22:01:08,375 : DEBUG : queueing job #5661 (7857 words, 15 sentences) at alpha 0.01180
2016-12-04 22:01:08,394 : DEBUG : queueing job #5662 (9811 words, 12 sentences) at alpha 0.01180
2016-12-04 22:01:08,402 : DEBUG : queueing job #5663 (6630 words, 19 sentences) at alpha 0.01180
2016-12-04 22:01:08,407 : DEBUG : queueing job #5664 (9832 words, 8 sentences) at alpha 0.01180
2016-12-04 22:01:08,432 : DEBUG : queueing job #5665 (9179 words, 17 sentences) at alpha 0.01180
2016-12-04 22:01:08,454 : DEBUG : queueing job #5666 (9331 words, 10 sentences) at alpha 0.01180
2016-12-04 22:01:08,457 : DEBUG : queueing job #5667 (8199 words, 21 sentences) at alpha 0.01180
2016-12-04 22:01:08,466 : DEBUG : queueing job #5668 (9612 words, 6 sentences) at alpha 0.01180
2016-12-04 22:01:08,488 : DEBUG : queueing job #5669 (9946 words, 19 sentences) at alpha 0.01180
2016-12-04 22:01:08,505 : DEBUG : queueing job #5670 (9698 words, 28 sentences) at alpha 0.01179
2016-12-04 22:01:08,515 : DEBUG : queueing job #5671 (7915 words, 28 sentences) at alpha 0.01179
2016-12-04 22:01:08,518 : DEBUG : queueing job #5672 (6399 words, 27 sentences) at alpha 0.01179
2016-12-04 22:01:08,546 : DEBUG : queueing job #5673 (9982 words, 4 sentences) at alpha 0.01179
2016-12-04 22:01:08,549 : DEBUG : queueing job #5674 (8845 words, 28 sentences) at alpha 0.01179
2016-12-04 22:01:08,560 : DEBUG : queueing job #5675 (9929 words, 19 sentences) at alpha 0.01178
2016-12-04 22:01:08,572 : DEBUG : queueing job #5676 (9970 words, 35 sentences) at alpha 0.01178
2016-12-04 22:01:08,603 : DEBUG : queueing job #5677 (9850 words, 37 sentences) at alpha 0.01178
2016-12-04 22:01:08,605 : DEBUG : queueing job #5678 (8757 words, 24 sentences) at alpha 0.01178
2016-12-04 22:01:08,615 : DEBUG : queueing job #5679 (9034 words, 17 sentences) at alpha 0.01178
2016-12-04 22:01:08,622 : DEBUG : queueing job #5680 (9339 words, 15 sentences) at alpha 0.01177
2016-12-04 22:01:08,659 : DEBUG : queueing job #5681 (9232 words, 28 sentences) at alpha 0.01177
2016-12-04 22:01:08,665 : DEBUG : queueing job #5682 (7419 words, 10 sentences) at alpha 0.01177
2016-12-04 22:01:08,670 : DEBUG : queueing job #5683 (8458 words, 18 sentences) at alpha 0.01177
2016-12-04 22:01:08,673 : DEBUG : queueing job #5684 (9848 words, 14 sentences) at alpha 0.01177
2016-12-04 22:01:08,695 : DEBUG : queueing job #5685 (9556 words, 27 sentences) at alpha 0.01177
2016-12-04 22:01:08,721 : DEBUG : queueing job #5686 (8976 words, 26 sentences) at alpha 0.01176
2016-12-04 22:01:08,723 : DEBUG : queueing job #5687 (9339 words, 25 sentences) at alpha 0.01176
2016-12-04 22:01:08,733 : DEBUG : queueing job #5688 (9039 words, 22 sentences) at alpha 0.01176
2016-12-04 22:01:08,757 : DEBUG : queueing job #5689 (9983 words, 36 sentences) at alpha 0.01176
2016-12-04 22:01:08,775 : DEBUG : queueing job #5690 (9966 words, 25 sentences) at alpha 0.01176
2016-12-04 22:01:08,780 : DEBUG : queueing job #5691 (9912 words, 41 sentences) at alpha 0.01175
2016-12-04 22:01:08,787 : DEBUG : queueing job #5692 (9968 words, 47 sentences) at alpha 0.01175
2016-12-04 22:01:08,813 : DEBUG : queueing job #5693 (9919 words, 31 sentences) at alpha 0.01175
2016-12-04 22:01:08,823 : DEBUG : queueing job #5694 (9479 words, 39 sentences) at alpha 0.01174
2016-12-04 22:01:08,832 : DEBUG : queueing job #5695 (9998 words, 40 sentences) at alpha 0.01174
2016-12-04 22:01:08,836 : DEBUG : queueing job #5696 (8234 words, 21 sentences) at alpha 0.01174
2016-12-04 22:01:08,871 : DEBUG : queueing job #5697 (9866 words, 24 sentences) at alpha 0.01174
2016-12-04 22:01:08,880 : DEBUG : queueing job #5698 (9905 words, 29 sentences) at alpha 0.01173
2016-12-04 22:01:08,888 : DEBUG : queueing job #5699 (9932 words, 29 sentences) at alpha 0.01173
2016-12-04 22:01:08,892 : DEBUG : queueing job #5700 (9113 words, 31 sentences) at alpha 0.01173
2016-12-04 22:01:08,925 : DEBUG : queueing job #5701 (9438 words, 11 sentences) at alpha 0.01173
2016-12-04 22:01:08,940 : DEBUG : queueing job #5702 (9999 words, 26 sentences) at alpha 0.01173
2016-12-04 22:01:08,947 : DEBUG : queueing job #5703 (8906 words, 20 sentences) at alpha 0.01172
2016-12-04 22:01:08,949 : DEBUG : queueing job #5704 (9971 words, 13 sentences) at alpha 0.01172
2016-12-04 22:01:08,987 : DEBUG : queueing job #5705 (2035 words, 14 sentences) at alpha 0.01172
2016-12-04 22:01:08,999 : DEBUG : queueing job #5706 (9995 words, 2 sentences) at alpha 0.01172
2016-12-04 22:01:09,004 : DEBUG : queueing job #5707 (9256 words, 38 sentences) at alpha 0.01172
2016-12-04 22:01:09,010 : DEBUG : queueing job #5708 (9984 words, 32 sentences) at alpha 0.01172
2016-12-04 22:01:09,036 : DEBUG : queueing job #5709 (9136 words, 29 sentences) at alpha 0.01171
2016-12-04 22:01:09,059 : DEBUG : queueing job #5710 (8906 words, 23 sentences) at alpha 0.01171
2016-12-04 22:01:09,059 : INFO : PROGRESS: at 53.28% examples, 658774 words/s, in_qsize 8, out_qsize 0
2016-12-04 22:01:09,063 : DEBUG : queueing job #5711 (9667 words, 35 sentences) at alpha 0.01171
2016-12-04 22:01:09,070 : DEBUG : queueing job #5712 (9475 words, 30 sentences) at alpha 0.01171
2016-12-04 22:01:09,094 : DEBUG : queueing job #5713 (9076 words, 22 sentences) at alpha 0.01170
2016-12-04 22:01:09,113 : DEBUG : queueing job #5714 (9556 words, 20 sentences) at alpha 0.01170
2016-12-04 22:01:09,123 : DEBUG : queueing job #5715 (9445 words, 36 sentences) at alpha 0.01170
2016-12-04 22:01:09,124 : DEBUG : queueing job #5716 (9895 words, 31 sentences) at alpha 0.01170
2016-12-04 22:01:09,128 : DEBUG : queueing job #5717 (8656 words, 23 sentences) at alpha 0.01170
2016-12-04 22:01:09,150 : DEBUG : queueing job #5718 (9976 words, 30 sentences) at alpha 0.01169
2016-12-04 22:01:09,180 : DEBUG : queueing job #5719 (9466 words, 34 sentences) at alpha 0.01169
2016-12-04 22:01:09,180 : DEBUG : queueing job #5720 (9996 words, 19 sentences) at alpha 0.01169
2016-12-04 22:01:09,185 : DEBUG : queueing job #5721 (7986 words, 40 sentences) at alpha 0.01169
2016-12-04 22:01:09,207 : DEBUG : queueing job #5722 (9880 words, 11 sentences) at alpha 0.01168
2016-12-04 22:01:09,234 : DEBUG : queueing job #5723 (9062 words, 33 sentences) at alpha 0.01168
2016-12-04 22:01:09,237 : DEBUG : queueing job #5724 (9992 words, 34 sentences) at alpha 0.01168
2016-12-04 22:01:09,242 : DEBUG : queueing job #5725 (9757 words, 44 sentences) at alpha 0.01168
2016-12-04 22:01:09,262 : DEBUG : queueing job #5726 (9906 words, 31 sentences) at alpha 0.01167
2016-12-04 22:01:09,289 : DEBUG : queueing job #5727 (9634 words, 29 sentences) at alpha 0.01167
2016-12-04 22:01:09,296 : DEBUG : queueing job #5728 (9959 words, 36 sentences) at alpha 0.01167
2016-12-04 22:01:09,297 : DEBUG : queueing job #5729 (9807 words, 29 sentences) at alpha 0.01167
2016-12-04 22:01:09,316 : DEBUG : queueing job #5730 (9796 words, 33 sentences) at alpha 0.01166
2016-12-04 22:01:09,351 : DEBUG : queueing job #5731 (9459 words, 27 sentences) at alpha 0.01166
2016-12-04 22:01:09,354 : DEBUG : queueing job #5732 (8743 words, 22 sentences) at alpha 0.01166
2016-12-04 22:01:09,358 : DEBUG : queueing job #5733 (9796 words, 32 sentences) at alpha 0.01166
2016-12-04 22:01:09,364 : DEBUG : queueing job #5734 (9911 words, 36 sentences) at alpha 0.01165
2016-12-04 22:01:09,408 : DEBUG : queueing job #5735 (9866 words, 33 sentences) at alpha 0.01165
2016-12-04 22:01:09,410 : DEBUG : queueing job #5736 (9616 words, 42 sentences) at alpha 0.01165
2016-12-04 22:01:09,418 : DEBUG : queueing job #5737 (9944 words, 18 sentences) at alpha 0.01164
2016-12-04 22:01:09,423 : DEBUG : queueing job #5738 (9977 words, 29 sentences) at alpha 0.01164
2016-12-04 22:01:09,467 : DEBUG : queueing job #5739 (9747 words, 31 sentences) at alpha 0.01164
2016-12-04 22:01:09,469 : DEBUG : queueing job #5740 (8614 words, 39 sentences) at alpha 0.01164
2016-12-04 22:01:09,477 : DEBUG : queueing job #5741 (8498 words, 23 sentences) at alpha 0.01164
2016-12-04 22:01:09,483 : DEBUG : queueing job #5742 (9805 words, 29 sentences) at alpha 0.01163
2016-12-04 22:01:09,524 : DEBUG : queueing job #5743 (9339 words, 39 sentences) at alpha 0.01163
2016-12-04 22:01:09,527 : DEBUG : queueing job #5744 (9756 words, 21 sentences) at alpha 0.01163
2016-12-04 22:01:09,528 : DEBUG : queueing job #5745 (9092 words, 33 sentences) at alpha 0.01163
2016-12-04 22:01:09,542 : DEBUG : queueing job #5746 (9886 words, 16 sentences) at alpha 0.01162
2016-12-04 22:01:09,584 : DEBUG : queueing job #5747 (8936 words, 16 sentences) at alpha 0.01162
2016-12-04 22:01:09,586 : DEBUG : queueing job #5748 (9774 words, 15 sentences) at alpha 0.01162
2016-12-04 22:01:09,588 : DEBUG : queueing job #5749 (9508 words, 24 sentences) at alpha 0.01162
2016-12-04 22:01:09,600 : DEBUG : queueing job #5750 (9249 words, 12 sentences) at alpha 0.01162
2016-12-04 22:01:09,641 : DEBUG : queueing job #5751 (9909 words, 19 sentences) at alpha 0.01162
2016-12-04 22:01:09,643 : DEBUG : queueing job #5752 (1962 words, 7 sentences) at alpha 0.01161
2016-12-04 22:01:09,645 : DEBUG : queueing job #5753 (9969 words, 2 sentences) at alpha 0.01161
2016-12-04 22:01:09,651 : DEBUG : queueing job #5754 (9633 words, 24 sentences) at alpha 0.01161
2016-12-04 22:01:09,698 : DEBUG : queueing job #5755 (7334 words, 19 sentences) at alpha 0.01161
2016-12-04 22:01:09,699 : DEBUG : queueing job #5756 (9247 words, 36 sentences) at alpha 0.01161
2016-12-04 22:01:09,703 : DEBUG : queueing job #5757 (9462 words, 20 sentences) at alpha 0.01161
2016-12-04 22:01:09,706 : DEBUG : queueing job #5758 (7167 words, 20 sentences) at alpha 0.01161
2016-12-04 22:01:09,753 : DEBUG : queueing job #5759 (9777 words, 34 sentences) at alpha 0.01160
2016-12-04 22:01:09,757 : DEBUG : queueing job #5760 (9997 words, 22 sentences) at alpha 0.01160
2016-12-04 22:01:09,760 : DEBUG : queueing job #5761 (9986 words, 42 sentences) at alpha 0.01160
2016-12-04 22:01:09,764 : DEBUG : queueing job #5762 (9999 words, 50 sentences) at alpha 0.01160
2016-12-04 22:01:09,773 : DEBUG : queueing job #5763 (9663 words, 28 sentences) at alpha 0.01159
2016-12-04 22:01:09,807 : DEBUG : queueing job #5764 (9935 words, 39 sentences) at alpha 0.01159
2016-12-04 22:01:09,814 : DEBUG : queueing job #5765 (5289 words, 9 sentences) at alpha 0.01159
2016-12-04 22:01:09,820 : DEBUG : queueing job #5766 (9974 words, 15 sentences) at alpha 0.01159
2016-12-04 22:01:09,830 : DEBUG : queueing job #5767 (9669 words, 22 sentences) at alpha 0.01158
2016-12-04 22:01:09,852 : DEBUG : queueing job #5768 (9315 words, 30 sentences) at alpha 0.01158
2016-12-04 22:01:09,870 : DEBUG : queueing job #5769 (7541 words, 21 sentences) at alpha 0.01158
2016-12-04 22:01:09,874 : DEBUG : queueing job #5770 (9996 words, 8 sentences) at alpha 0.01158
2016-12-04 22:01:09,875 : DEBUG : queueing job #5771 (6676 words, 24 sentences) at alpha 0.01158
2016-12-04 22:01:09,912 : DEBUG : queueing job #5772 (8722 words, 11 sentences) at alpha 0.01158
2016-12-04 22:01:09,930 : DEBUG : queueing job #5773 (9822 words, 19 sentences) at alpha 0.01158
2016-12-04 22:01:09,934 : DEBUG : queueing job #5774 (4521 words, 16 sentences) at alpha 0.01157
2016-12-04 22:01:09,939 : DEBUG : queueing job #5775 (9728 words, 4 sentences) at alpha 0.01157
2016-12-04 22:01:09,964 : DEBUG : queueing job #5776 (5229 words, 7 sentences) at alpha 0.01157
2016-12-04 22:01:09,968 : DEBUG : queueing job #5777 (9964 words, 20 sentences) at alpha 0.01157
2016-12-04 22:01:09,991 : DEBUG : queueing job #5778 (9809 words, 37 sentences) at alpha 0.01157
2016-12-04 22:01:10,000 : DEBUG : queueing job #5779 (9882 words, 31 sentences) at alpha 0.01157
2016-12-04 22:01:10,023 : DEBUG : queueing job #5780 (9150 words, 30 sentences) at alpha 0.01156
2016-12-04 22:01:10,026 : DEBUG : queueing job #5781 (9989 words, 33 sentences) at alpha 0.01156
2016-12-04 22:01:10,040 : DEBUG : queueing job #5782 (9771 words, 21 sentences) at alpha 0.01156
2016-12-04 22:01:10,058 : DEBUG : queueing job #5783 (9604 words, 7 sentences) at alpha 0.01156
2016-12-04 22:01:10,063 : INFO : PROGRESS: at 53.91% examples, 659174 words/s, in_qsize 7, out_qsize 0
2016-12-04 22:01:10,063 : DEBUG : queueing job #5784 (9717 words, 29 sentences) at alpha 0.01156
2016-12-04 22:01:10,075 : DEBUG : queueing job #5785 (9327 words, 33 sentences) at alpha 0.01155
2016-12-04 22:01:10,086 : DEBUG : queueing job #5786 (9822 words, 27 sentences) at alpha 0.01155
2016-12-04 22:01:10,099 : DEBUG : queueing job #5787 (5672 words, 10 sentences) at alpha 0.01155
2016-12-04 22:01:10,107 : DEBUG : queueing job #5788 (9844 words, 10 sentences) at alpha 0.01155
2016-12-04 22:01:10,118 : DEBUG : queueing job #5789 (9993 words, 43 sentences) at alpha 0.01155
2016-12-04 22:01:10,147 : DEBUG : queueing job #5790 (9884 words, 32 sentences) at alpha 0.01154
2016-12-04 22:01:10,158 : DEBUG : queueing job #5791 (9992 words, 28 sentences) at alpha 0.01154
2016-12-04 22:01:10,166 : DEBUG : queueing job #5792 (9356 words, 29 sentences) at alpha 0.01154
2016-12-04 22:01:10,171 : DEBUG : queueing job #5793 (9815 words, 25 sentences) at alpha 0.01154
2016-12-04 22:01:10,209 : DEBUG : queueing job #5794 (9158 words, 23 sentences) at alpha 0.01154
2016-12-04 22:01:10,218 : DEBUG : queueing job #5795 (9920 words, 23 sentences) at alpha 0.01153
2016-12-04 22:01:10,221 : DEBUG : queueing job #5796 (9793 words, 26 sentences) at alpha 0.01153
2016-12-04 22:01:10,231 : DEBUG : queueing job #5797 (9786 words, 39 sentences) at alpha 0.01153
2016-12-04 22:01:10,256 : DEBUG : queueing job #5798 (9978 words, 33 sentences) at alpha 0.01153
2016-12-04 22:01:10,266 : DEBUG : queueing job #5799 (9948 words, 33 sentences) at alpha 0.01152
2016-12-04 22:01:10,275 : DEBUG : queueing job #5800 (8896 words, 29 sentences) at alpha 0.01152
2016-12-04 22:01:10,287 : DEBUG : queueing job #5801 (9927 words, 27 sentences) at alpha 0.01152
2016-12-04 22:01:10,317 : DEBUG : queueing job #5802 (9941 words, 16 sentences) at alpha 0.01152
2016-12-04 22:01:10,324 : DEBUG : queueing job #5803 (4291 words, 14 sentences) at alpha 0.01151
2016-12-04 22:01:10,332 : DEBUG : queueing job #5804 (9989 words, 7 sentences) at alpha 0.01151
2016-12-04 22:01:10,341 : DEBUG : queueing job #5805 (9397 words, 38 sentences) at alpha 0.01151
2016-12-04 22:01:10,372 : DEBUG : queueing job #5806 (6193 words, 24 sentences) at alpha 0.01151
2016-12-04 22:01:10,375 : DEBUG : queueing job #5807 (8406 words, 9 sentences) at alpha 0.01151
2016-12-04 22:01:10,390 : DEBUG : queueing job #5808 (6529 words, 16 sentences) at alpha 0.01151
2016-12-04 22:01:10,401 : DEBUG : queueing job #5809 (7914 words, 19 sentences) at alpha 0.01151
2016-12-04 22:01:10,433 : DEBUG : queueing job #5810 (9212 words, 27 sentences) at alpha 0.01150
2016-12-04 22:01:10,440 : DEBUG : queueing job #5811 (9948 words, 19 sentences) at alpha 0.01150
2016-12-04 22:01:10,450 : DEBUG : queueing job #5812 (9932 words, 26 sentences) at alpha 0.01150
2016-12-04 22:01:10,459 : DEBUG : queueing job #5813 (8146 words, 23 sentences) at alpha 0.01150
2016-12-04 22:01:10,478 : DEBUG : queueing job #5814 (9768 words, 83 sentences) at alpha 0.01150
2016-12-04 22:01:10,492 : DEBUG : queueing job #5815 (9989 words, 123 sentences) at alpha 0.01149
2016-12-04 22:01:10,498 : DEBUG : queueing job #5816 (9992 words, 124 sentences) at alpha 0.01148
2016-12-04 22:01:10,514 : DEBUG : queueing job #5817 (9849 words, 52 sentences) at alpha 0.01147
2016-12-04 22:01:10,532 : DEBUG : queueing job #5818 (9591 words, 77 sentences) at alpha 0.01147
2016-12-04 22:01:10,537 : DEBUG : queueing job #5819 (9882 words, 37 sentences) at alpha 0.01146
2016-12-04 22:01:10,552 : DEBUG : queueing job #5820 (9843 words, 52 sentences) at alpha 0.01146
2016-12-04 22:01:10,556 : DEBUG : queueing job #5821 (9745 words, 51 sentences) at alpha 0.01145
2016-12-04 22:01:10,579 : DEBUG : queueing job #5822 (9809 words, 55 sentences) at alpha 0.01145
2016-12-04 22:01:10,595 : DEBUG : queueing job #5823 (9701 words, 32 sentences) at alpha 0.01144
2016-12-04 22:01:10,614 : DEBUG : queueing job #5824 (9931 words, 33 sentences) at alpha 0.01144
2016-12-04 22:01:10,617 : DEBUG : queueing job #5825 (9630 words, 68 sentences) at alpha 0.01144
2016-12-04 22:01:10,632 : DEBUG : queueing job #5826 (7323 words, 41 sentences) at alpha 0.01143
2016-12-04 22:01:10,656 : DEBUG : queueing job #5827 (9922 words, 13 sentences) at alpha 0.01143
2016-12-04 22:01:10,680 : DEBUG : queueing job #5828 (9813 words, 48 sentences) at alpha 0.01143
2016-12-04 22:01:10,682 : DEBUG : queueing job #5829 (9794 words, 32 sentences) at alpha 0.01142
2016-12-04 22:01:10,695 : DEBUG : queueing job #5830 (9741 words, 38 sentences) at alpha 0.01142
2016-12-04 22:01:10,718 : DEBUG : queueing job #5831 (9917 words, 40 sentences) at alpha 0.01142
2016-12-04 22:01:10,742 : DEBUG : queueing job #5832 (9718 words, 50 sentences) at alpha 0.01142
2016-12-04 22:01:10,744 : DEBUG : queueing job #5833 (9218 words, 57 sentences) at alpha 0.01141
2016-12-04 22:01:10,755 : DEBUG : queueing job #5834 (9963 words, 60 sentences) at alpha 0.01141
2016-12-04 22:01:10,779 : DEBUG : queueing job #5835 (9892 words, 36 sentences) at alpha 0.01140
2016-12-04 22:01:10,803 : DEBUG : queueing job #5836 (9577 words, 49 sentences) at alpha 0.01140
2016-12-04 22:01:10,805 : DEBUG : queueing job #5837 (9846 words, 45 sentences) at alpha 0.01139
2016-12-04 22:01:10,817 : DEBUG : queueing job #5838 (9996 words, 55 sentences) at alpha 0.01139
2016-12-04 22:01:10,827 : DEBUG : queueing job #5839 (9748 words, 60 sentences) at alpha 0.01139
2016-12-04 22:01:10,860 : DEBUG : queueing job #5840 (9846 words, 51 sentences) at alpha 0.01138
2016-12-04 22:01:10,869 : DEBUG : queueing job #5841 (9921 words, 44 sentences) at alpha 0.01138
2016-12-04 22:01:10,876 : DEBUG : queueing job #5842 (9438 words, 29 sentences) at alpha 0.01137
2016-12-04 22:01:10,889 : DEBUG : queueing job #5843 (9758 words, 38 sentences) at alpha 0.01137
2016-12-04 22:01:10,919 : DEBUG : queueing job #5844 (9939 words, 37 sentences) at alpha 0.01137
2016-12-04 22:01:10,927 : DEBUG : queueing job #5845 (9326 words, 53 sentences) at alpha 0.01137
2016-12-04 22:01:10,937 : DEBUG : queueing job #5846 (9719 words, 41 sentences) at alpha 0.01136
2016-12-04 22:01:10,950 : DEBUG : queueing job #5847 (9861 words, 57 sentences) at alpha 0.01136
2016-12-04 22:01:10,980 : DEBUG : queueing job #5848 (9238 words, 63 sentences) at alpha 0.01135
2016-12-04 22:01:10,988 : DEBUG : queueing job #5849 (9893 words, 60 sentences) at alpha 0.01135
2016-12-04 22:01:10,994 : DEBUG : queueing job #5850 (9763 words, 61 sentences) at alpha 0.01134
2016-12-04 22:01:11,013 : DEBUG : queueing job #5851 (9959 words, 46 sentences) at alpha 0.01134
2016-12-04 22:01:11,044 : DEBUG : queueing job #5852 (9822 words, 63 sentences) at alpha 0.01133
